route_id,time_s,provider,margin_dB
K000002,480.0,G01,45.92517525248826
K000002,575.3591357421875,G01,35.16080841557533
K000002,575.3591357421875,G01,35.16080841557533
K000002,787.7723925655769,G01,1.8599604785582073
K000002,787.7723925655769,G01,1.8599604785582073
K000002,813.4213122433113,G01,1.8683888800624544
K000002,813.4213122433113,G01,1.8683888800624544
K000002,1209.4213122433111,G01,1.8683888800624544
K000002,1209.4213122433111,G01,1.8683888800624544
K000002,1229.9404479854986,G01,1.8599604785582073
K000002,1229.9404479854986,G01,1.8599604785582073
K000002,1442.3537048088879,G01,35.16080841557533
K000002,1442.3537048088879,G01,35.16080841557533
K000002,1561.5526244866223,G01,45.92517525248826
K000004,390.0,G01,45.92517525248826
K000004,544.7491292317709,G01,28.993277511644692
K000004,544.7491292317709,G01,28.993277511644692
K000004,754.9322580434143,G01,1.8866083148087114
K000004,802.8222863718546,G01,0.13227061600770185
K000004,806.8341108106792,G01,0.0
K000004,815.7259442288588,Q3-R004,3.6748289855268013
K000004,828.629602085863,Q3-R004,3.6748289855268013
K000004,841.5332599428672,Q3-R004,3.6748289855268013
K000004,854.4369177998714,Q3-R004,3.6748289855268013
K000004,867.3405756568756,Q3-R004,3.6748289855268013
K000004,880.2442335138797,Q3-R004,3.6748289855268013
K000004,893.1478913708839,Q3-R004,3.6748289855268013
K000004,906.0515492278873,Q3-R004,3.6748289855268013
K000004,906.0515492278873,Q3-R004,3.6748289855268013
K000004,906.0515492278881,Q3-R004,3.6748289855268013
K000004,938.1778675872631,Q3-R004,3.6748289855268013
K000004,970.3041859466381,Q3-R004,0.6610676481568447
K000004,1002.4305043060124,Q3-R004,0.6127240211423555
K000004,1002.4305043060124,Q3-R004,0.6127240211423555
K000004,1002.4305043060131,Q3-R004,0.6127240211423555
K000004,1242.4305043060124,Q3-R004,0.6127240211423555
K000004,1242.4305043060124,Q3-R004,0.6127240211423555
K000004,1242.430504306013,Q3-R004,0.6127240211423555
K000004,1269.2024362721588,Q3-R004,0.6610676481568447
K000004,1295.9743682383046,Q3-R004,3.6748289855268013
K000004,1322.7463002044499,Q3-R004,3.6748289855268013
K000004,1322.7463002044499,Q3-R004,3.6748289855268013
K000004,1322.7463002044503,Q3-R004,3.6748289855268013
K000004,1335.6499580614545,Q3-R004,3.6748289855268013
K000004,1348.5536159184587,Q3-R004,3.6748289855268013
K000004,1361.457273775463,Q3-R004,3.6748289855268013
K000004,1374.360931632467,Q3-R004,3.6748289855268013
K000004,1387.2645894894713,Q3-R004,3.6748289855268013
K000004,1400.1682473464755,Q3-R004,3.6748289855268013
K000004,1413.0719052034797,Q3-R004,3.6748289855268013
K000004,1421.963738621658,G01,0.0
K000004,1425.9755630604839,G01,0.13227061600774448
K000004,1473.8655913889222,G01,1.886608314808683
K000004,1684.0487202005663,G01,28.993277511644692
K000004,1684.0487202005663,G01,28.993277511644692
K000004,1869.7476752786913,G01,45.92517525248826
K001310,330.0,G01,45.92517525248826
K001310,378.45220336914065,G01,39.982830377148545
K001310,378.45220336914065,G01,39.982830377148545
K001310,632.9541706620554,G01,2.2410165102830177
K001310,632.9541706620554,G01,2.2410165102830177
K001310,668.5768147050242,G01,2.24771385877267
K001310,668.5768147050242,G01,2.24771385877267
K001310,848.5768147050242,G01,2.24771385877267
K001310,848.5768147050242,G01,2.24771385877267
K001310,878.2623514074982,G01,2.2410165102830177
K001310,878.2623514074982,G01,2.2410165102830177
K001310,1132.7643187004128,G01,39.982830377148545
K001310,1132.7643187004128,G01,39.982830377148545
K001310,1190.9069627433814,G01,45.92517525248826
K000003,390.0,G01,45.92517525248826
K000003,485.20033162434896,G01,33.461181216677716
K000003,485.20033162434896,G01,33.461181216677716
K000003,698.0612042976485,G01,1.8320849829547683
K000003,738.2303552059569,G01,0.339293238716607
K000003,748.3583560217763,G01,0.0
K000003,751.5477248681468,Q3-R004,3.6748289855268013
K000003,764.8650945303367,Q3-R004,3.6748289855268013
K000003,778.1824641925266,Q3-R004,3.6748289855268013
K000003,791.4998338547165,Q3-R004,3.6748289855268013
K000003,804.8172035169064,Q3-R004,3.6748289855268013
K000003,818.1345731790963,Q3-R004,3.6748289855268013
K000003,831.4519428412862,Q3-R004,3.6748289855268013
K000003,844.769312503476,Q3-R004,3.6748289855268013
K000003,858.0866821656659,Q3-R004,3.6748289855268013
K000003,871.4040518278558,Q3-R004,3.6748289855268013
K000003,884.7214214900457,Q3-R004,3.6748289855268013
K000003,898.0387911522356,Q3-R004,3.6748289855268013
K000003,911.3561608144255,Q3-R004,3.6748289855268013
K000003,924.6735304766154,Q3-R004,3.6748289855268013
K000003,937.9909001388053,Q3-R004,3.6748289855268013
K000003,951.3082698009952,Q3-R004,3.5643574086552547
K000003,964.625639463185,Q3-R004,3.2139021294616583
K000003,977.9430091253748,Q3-R004,2.8725129880391336
K000003,977.9430091253748,Q3-R004,2.8725129880391336
K000003,977.9430091253749,Q3-R004,2.8725129880391336
K000003,1004.6432080999843,Q3-R004,2.8654748664076806
K000003,1031.3434070745936,Q3-R004,2.8565475109592597
K000003,1031.3434070745936,Q3-R004,2.8565475109592597
K000003,1271.3434070745936,Q3-R004,2.8565475109592597
K000003,1271.3434070745936,Q3-R004,2.8565475109592597
K000003,1293.593572886768,Q3-R004,2.8654748664076806
K000003,1315.8437386989424,Q3-R004,2.8725129880391336
K000003,1315.8437386989426,Q3-R004,2.8725129880391336
K000003,1315.8437386989426,Q3-R004,2.8725129880391336
K000003,1329.1611083611322,Q3-R004,3.2139021294616583
K000003,1342.478478023322,Q3-R004,3.5643574086552405
K000003,1355.7958476855117,Q3-R004,3.6748289855268013
K000003,1369.1132173477015,Q3-R004,3.6748289855268013
K000003,1382.4305870098913,Q3-R004,3.6748289855268013
K000003,1395.747956672081,Q3-R004,3.6748289855268013
K000003,1409.0653263342708,Q3-R004,3.6748289855268013
K000003,1422.3826959964606,Q3-R004,3.6748289855268013
K000003,1435.7000656586504,Q3-R004,3.6748289855268013
K000003,1449.0174353208401,Q3-R004,3.6748289855268013
K000003,1462.33480498303,Q3-R004,3.6748289855268013
K000003,1475.6521746452197,Q3-R004,3.6748289855268013
K000003,1488.9695443074095,Q3-R004,3.6748289855268013
K000003,1502.2869139695993,Q3-R004,3.6748289855268013
K000003,1515.604283631789,Q3-R004,3.6748289855268013
K000003,1528.9216532939788,Q3-R004,3.6748289855268013
K000003,1542.2390229561686,Q3-R004,3.6748289855268013
K000003,1545.428391802541,G01,0.0
K000003,1555.5563926183584,G01,0.33929323871653594
K000003,1595.7255435266688,G01,1.832084982954754
K000003,1808.5864161999684,G01,33.461181216677716
K000003,1808.5864161999684,G01,33.461181216677716
K000003,1922.8268141491872,G01,45.92517525248826
K000001,624.3974847701002,G01,45.92517525248826
K000001,696.8991864302565,G01,37.7955515486551
K000001,696.8991864302565,G01,37.7955515486551
K000001,850.1811921603531,G01,14.692816863377558
